0.00300 -0.04711 -0.10302 1.02294
0.00600 -0.04663 -0.10473 1.02124
0.00900 -0.04833 -0.09985 1.02026
0.01300 -0.04833 -0.10375 1.02001
0.01600 -0.04931 -0.09985 1.02099
0.02000 -0.04711 -0.10009 1.02465
0.02300 -0.04736 -0.10375 1.02099
0.02600 -0.04882 -0.10571 1.01708
0.02900 -0.04833 -0.09985 1.02172
0.03300 -0.04907 -0.10083 1.02050
0.03600 -0.04907 -0.10327 1.02392
0.03900 -0.03173 -0.10327 1.01855
0.04200 -0.03173 -0.10522 1.02368
0.04600 -0.04492 -0.10205 1.02172
0.04900 -0.03271 -0.09692 1.01879
0.05600 -0.03173 -0.10083 1.01953
0.05900 -0.04711 -0.10131 1.01879
0.06300 -0.04663 -0.10205 1.02099
0.06600 -0.04858 -0.10156 1.01928
0.06900 -0.03173 -0.10278 1.02319
0.07200 -0.04760 -0.10375 1.02099
0.07600 -0.04809 -0.10156 1.02172
0.07900 -0.04711 -0.09814 1.02294
0.08200 -0.03198 -0.10107 1.00292
0.08500 -0.04858 -0.10131 1.02221
0.08900 -0.04272 -0.09912 1.02001
0.09200 -0.04492 -0.10375 1.02050
0.09500 -0.05004 -0.10278 1.01953
0.09900 -0.05151 -0.10180 1.02050
0.10200 -0.04907 -0.10058 1.01904
0.10500 -0.03222 -0.09716 1.01977
0.10800 -0.04760 -0.10156 1.01977
0.11200 -0.04711 -0.10253 1.02172
0.11500 -0.06225 -0.10278 1.02050
0.11800 -0.04809 -0.10546 1.02294
0.12200 -0.05297 -0.10229 1.02148
0.12500 -0.05151 -0.10620 1.01635
0.12800 -0.05200 -0.10083 1.01806
0.13100 -0.04711 -0.09765 1.02221
0.13500 -0.04345 -0.10522 1.01953
0.13800 -0.03320 -0.10644 1.02246
0.14100 -0.04614 -0.10156 1.01733
0.14500 -0.04687 -0.10302 1.01904
0.14800 -0.04809 -0.09863 1.02148
0.15100 -0.04907 -0.09985 1.01879
0.15400 -0.04589 -0.09960 1.01904
0.15800 -0.05908 -0.10107 1.02050
0.16100 -0.04614 -0.10498 1.01855
0.16400 -0.04492 -0.10424 1.01879
0.16700 -0.04492 -0.09936 1.02392
