581.170 0.000 0.000 0.001
581.180 0.000 0.000 0.001
581.180 0.000 0.000 0.001
581.180 0.000 0.000 0.001
581.190 0.000 0.000 0.001
581.190 0.000 0.000 0.001
581.190 0.000 0.000 0.001
581.200 0.000 0.000 0.001
581.200 0.000 0.000 0.001
581.200 0.000 0.000 0.001
581.200 0.000 0.000 0.001
581.210 0.000 0.000 0.001
581.210 0.000 0.000 0.001
581.220 0.000 0.000 0.001
581.220 0.000 0.000 0.001
581.220 0.000 0.000 0.001
581.230 0.000 0.000 0.001
581.230 0.000 0.000 0.001
581.230 0.000 0.000 0.001
581.240 0.000 0.000 0.001
581.240 0.000 0.000 0.001
581.240 0.000 0.000 0.001
581.250 0.000 0.000 0.001
581.250 0.000 0.000 0.001
581.250 0.000 0.000 0.001
581.260 0.000 0.000 0.001
581.260 0.000 0.000 0.001
581.260 0.000 0.000 0.001
581.270 0.000 0.000 0.001
581.270 0.000 0.000 0.001
581.270 0.000 0.000 0.001
581.280 0.000 0.000 0.001
581.280 0.000 0.000 0.001
581.280 0.000 0.000 0.001
581.290 0.000 0.000 0.001
581.290 0.000 0.000 0.001
581.290 0.000 0.000 0.001
581.300 0.000 0.000 0.001
581.300 0.000 0.000 0.001
581.300 0.000 0.000 0.001
581.310 0.000 0.000 0.001
581.310 0.000 0.000 0.001
581.310 0.000 0.000 0.001
581.320 0.000 0.000 0.001
581.320 0.000 0.000 0.001
581.320 0.000 0.000 0.001
581.330 0.000 0.000 0.001
581.330 0.000 0.000 0.001
581.330 0.000 0.000 0.001
581.340 0.000 0.000 0.001
581.340 0.000 0.000 0.001
581.340 0.000 0.000 0.001
581.350 0.000 0.000 0.001
581.350 0.000 0.000 0.001
581.350 0.000 0.000 0.001
581.360 0.000 0.000 0.001
581.360 0.000 0.000 0.001
581.360 0.000 0.000 0.001
581.370 0.000 0.000 0.001
581.370 0.000 0.000 0.001
581.370 0.000 0.000 0.001
581.380 0.000 0.000 0.001
581.380 0.000 0.000 0.001
581.380 0.000 0.000 0.001
581.390 0.000 0.000 0.001
581.390 0.000 0.000 0.001
581.390 0.000 0.000 0.001
581.400 0.000 0.000 0.001
581.400 0.000 0.000 0.001
581.400 0.000 0.000 0.001
581.410 0.000 0.000 0.001
581.410 0.000 0.000 0.001
581.410 0.000 0.000 0.001
581.420 0.000 0.000 0.001
581.420 0.000 0.000 0.001
581.420 0.000 0.000 0.001
581.430 0.000 0.000 0.001
581.430 0.000 0.000 0.001
581.430 0.000 0.000 0.001
581.440 0.000 0.000 0.001
581.440 0.000 0.000 0.001
581.440 0.000 0.000 0.001
581.450 0.000 0.000 0.001
581.450 0.000 0.000 0.001
581.450 0.000 0.000 0.001
581.460 0.000 0.000 0.001
581.460 0.000 0.000 0.001
581.460 0.000 0.000 0.001
581.470 0.000 0.000 0.001
581.470 0.000 0.000 0.001
581.470 0.000 0.000 0.001
581.470 0.000 0.000 0.001
581.480 0.000 0.000 0.001
581.480 0.000 0.000 0.001
581.480 0.000 0.000 0.001
581.490 0.000 0.000 0.001
581.490 0.000 0.000 0.001
581.490 0.000 0.000 0.001
581.500 0.000 0.000 0.001
581.500 0.000 0.000 0.001
581.500 0.000 0.000 0.001
581.510 0.000 0.000 0.001
581.510 0.000 0.000 0.001
581.510 0.000 0.000 0.001
581.520 0.000 0.000 0.001
581.530 0.000 0.000 0.001
581.530 0.000 0.000 0.001
581.530 0.000 0.000 0.001
581.540 0.000 0.000 0.001
581.540 0.000 0.000 0.001
581.540 0.000 0.000 0.001
581.550 0.000 0.000 0.001
581.550 0.000 0.000 0.001
581.550 0.000 0.000 0.001
581.560 0.000 0.000 0.001
581.560 0.000 0.000 0.001
581.560 0.000 0.000 0.001
581.570 0.000 0.000 0.001
581.570 0.000 0.000 0.001
581.570 0.000 0.000 0.001
581.580 0.000 0.000 0.001
581.580 0.000 0.000 0.001
581.580 0.000 0.000 0.001
581.590 0.000 0.000 0.001
581.590 0.000 0.000 0.001
581.590 0.000 0.000 0.001
581.600 0.000 0.000 0.001
581.600 0.000 0.000 0.001
581.600 0.000 0.000 0.001
581.610 0.000 0.000 0.001
581.610 0.000 0.000 0.001
581.610 0.000 0.000 0.001
581.610 0.000 0.000 0.001
581.620 0.000 0.000 0.001
581.620 0.000 0.000 0.001
581.620 0.000 0.000 0.001
581.630 0.000 0.000 0.001
581.630 0.000 0.000 0.001
581.630 0.000 0.000 0.001
581.640 0.000 0.000 0.001
581.640 0.000 0.000 0.001
581.640 0.000 0.000 0.001
581.650 0.000 0.000 0.001
581.650 0.000 0.000 0.001
581.650 0.000 0.000 0.001
581.660 0.000 0.000 0.001
581.660 0.000 0.000 0.001
581.660 0.000 0.000 0.001
581.670 0.000 0.000 0.001
581.670 0.000 0.000 0.001
581.670 0.000 0.000 0.001
581.680 0.000 0.000 0.001
581.680 0.000 0.000 0.001
581.680 0.000 0.000 0.001
581.690 0.000 0.000 0.001
581.690 0.000 0.000 0.001
581.690 0.000 0.000 0.001
581.690 0.000 0.000 0.001
581.700 0.000 0.000 0.001
581.700 0.000 0.000 0.001
581.700 0.000 0.000 0.001
581.710 0.000 0.000 0.001
581.710 0.000 0.000 0.001
581.710 0.000 0.000 0.001
581.720 0.000 0.000 0.001
581.720 0.000 0.000 0.001
581.720 0.000 0.000 0.001
581.730 0.000 0.000 0.001
581.730 0.000 0.000 0.001
581.730 0.000 0.000 0.001
581.740 0.000 0.000 0.001
581.740 0.000 0.000 0.001
581.740 0.000 0.000 0.001
581.750 0.000 0.000 0.001
581.750 0.000 0.000 0.001
581.750 0.000 0.000 0.001
581.750 0.000 0.000 0.001
581.760 0.000 0.000 0.001
581.760 0.000 0.000 0.001
581.760 0.000 0.000 0.001
581.770 0.000 0.000 0.001
581.770 0.000 0.000 0.001
581.770 0.000 0.000 0.001
581.780 0.000 0.000 0.001
581.780 0.000 0.000 0.001
581.780 0.000 0.000 0.001
581.790 0.000 0.000 0.001
581.790 0.000 0.000 0.001
581.790 0.000 0.000 0.001
581.800 0.000 0.000 0.001
581.800 0.000 0.000 0.001
581.800 0.000 0.000 0.001
581.810 0.000 0.000 0.001
581.810 0.000 0.000 0.001
581.810 0.000 0.000 0.001
581.820 0.000 0.000 0.001
581.820 0.000 0.000 0.001
581.820 0.000 0.000 0.001
581.830 0.000 0.000 0.001
581.830 0.000 0.000 0.001
581.830 0.000 0.000 0.001
581.840 0.000 0.000 0.001
581.840 0.000 0.000 0.001
581.840 0.000 0.000 0.001
581.850 0.000 0.000 0.001
581.850 0.000 0.000 0.001
581.860 0.000 0.000 0.001
581.860 0.000 0.000 0.001
581.870 0.000 0.000 0.001
581.870 0.000 0.000 0.001
581.870 0.000 0.000 0.001
581.880 0.000 0.000 0.001
581.880 0.000 0.000 0.001
581.880 0.000 0.000 0.001
581.890 0.000 0.000 0.001
581.890 0.000 0.000 0.001
581.890 0.000 0.000 0.001
581.890 0.000 0.000 0.001
581.900 0.000 0.000 0.001
