Keuwl Accelerometer Data File
2021-04-11 16-41-21

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
0.0000000,-0.046613,-0.060646,0.975943,0.978936,4.481395,232.453705
0.0193918,-0.041488,-0.058449,0.977163,0.979789,4.195260,234.632401
0.0387854,-0.047101,-0.054544,0.954833,0.957549,4.316247,229.188248
0.0581782,-0.038193,-0.056863,0.989488,0.991856,3.960074,236.111771
0.0775716,-0.029530,-0.046247,0.941288,0.942886,3.336128,237.440857
0.0969656,-0.034411,-0.048443,0.948000,0.949860,3.586650,234.612778
0.1163601,-0.074922,-0.072482,0.999982,1.005401,5.951406,224.051483
0.1357523,-0.007443,-0.065527,1.030121,1.032230,3.663029,263.519318
0.1551445,-0.036729,-0.049419,0.889428,0.891557,3.960173,233.379913
0.1745385,-0.057717,-0.056741,1.009011,1.012252,4.586121,224.511353
0.1939306,-0.056009,-0.063940,0.974235,0.977936,4.986449,228.783127
0.2133220,-0.017571,-0.057839,0.951538,0.953456,3.635019,253.101349
0.2327154,-0.052470,-0.062354,0.982532,0.985906,4.741360,229.919815
0.2521079,-0.068333,-0.062598,0.971672,0.976081,5.447984,222.491898
0.2715015,-0.032702,-0.057351,0.961910,0.964173,3.926305,240.307663
0.2908960,-0.048443,-0.066137,0.982410,0.985825,4.770194,233.778259
0.3102880,-0.043562,-0.037827,0.968255,0.969973,3.409960,220.969330
0.3296818,-0.046125,-0.023917,0.973136,0.974522,3.056142,207.407578
0.3490764,-0.039902,-0.037461,0.968744,0.970288,3.233617,223.193161
0.3684680,-0.043196,-0.018792,0.977041,0.978176,2.760311,203.510406
0.3878580,-0.051006,-0.028065,0.972160,0.973902,3.427027,208.821320
0.4072479,-0.039780,-0.023551,0.972038,0.973137,2.722827,210.626572
0.4266380,-0.054300,-0.016473,0.982532,0.984170,3.305353,196.876266
0.4460272,-0.062354,-0.016839,0.961788,0.963954,3.841857,195.112717
0.4654166,-0.026967,-0.011958,0.980580,0.981024,1.723174,203.914368
0.4848074,-0.059669,-0.014765,0.975821,0.977755,3.604403,193.898315
0.5041991,-0.038803,-0.005491,0.972160,0.972950,2.308426,188.054413
0.5235898,-0.044905,-0.006223,0.973014,0.974070,2.667558,187.890182
0.5429817,-0.060890,-0.013179,0.972770,0.974763,3.664419,192.212326
0.5623749,-0.037461,-0.001098,0.976309,0.977028,2.198290,181.679199
0.5817677,-0.049419,-0.012812,0.969476,0.970819,3.014413,194.534454
0.6011589,-0.060890,-0.012934,0.972770,0.974760,3.661372,191.992783
0.6205494,-0.042342,-0.012324,0.983753,0.984740,2.566740,196.228500
0.6399420,-0.053568,-0.015253,0.967035,0.968638,3.296397,195.893661
0.6593339,-0.050030,-0.015985,0.982044,0.983448,3.061326,197.719315
0.6787249,-0.053812,-0.012690,0.979604,0.981163,3.230285,193.269485
0.6981168,-0.039902,-0.013545,0.962764,0.963686,2.506084,198.749756
0.7175077,-0.055521,-0.010982,0.987047,0.988668,3.281694,191.188797
0.7368996,-0.046247,-0.013423,0.967035,0.968233,2.850805,196.184708
0.7562925,-0.042586,-0.012934,0.970696,0.971716,2.625250,196.894852
0.7756840,-0.053446,-0.013789,0.982410,0.983960,3.215768,194.466339
0.7950759,-0.036851,-0.017327,0.967035,0.967892,2.411271,205.182846
0.8144670,-0.048077,-0.012690,0.971428,0.972700,2.930244,194.786499
0.8338585,-0.050030,-0.014277,0.982288,0.983665,3.031832,195.926941
0.8532514,-0.045027,-0.017693,0.971062,0.972266,2.852041,201.452545
0.8726438,-0.037461,-0.011348,0.968134,0.968925,2.315283,196.853226
0.8920352,-0.054544,-0.008176,0.985217,0.986759,3.204118,188.524490
0.9114263,-0.041854,-0.013911,0.972282,0.973282,2.597215,198.384827
0.9308169,-0.042464,-0.011592,0.969598,0.970596,2.599324,195.269043
0.9502090,-0.053812,-0.007565,0.981678,0.983181,3.168421,188.002731
0.9696014,-0.037339,-0.019890,0.969964,0.970886,2.497478,208.043320
0.9889929,-0.050640,-0.015375,0.969964,0.971407,3.122990,196.889053
1.0083842,-0.046857,-0.014277,0.979848,0.981071,2.861839,196.945328
1.0277773,-0.045759,-0.021232,0.969598,0.970909,2.978153,204.891296
1.0471693,-0.047833,-0.015375,0.970940,0.972239,2.962203,197.818893
1.0665610,-0.047589,-0.014033,0.979726,0.980981,2.899013,196.429306
1.0859525,-0.051738,-0.020622,0.967279,0.968881,3.295446,201.731476
1.1053439,-0.045149,-0.020012,0.970818,0.972073,2.912083,203.904984
1.1247354,-0.046857,-0.020622,0.979238,0.980575,2.992644,203.754501
1.1441261,-0.044417,-0.027089,0.965327,0.966728,3.084959,211.378601
1.1635174,-0.053446,-0.025259,0.975455,0.977244,3.467974,205.295547
1.1829088,-0.049053,-0.026235,0.973380,0.974969,3.270819,208.139023
1.2022995,-0.053446,-0.028187,0.973381,0.975254,3.552146,207.807037
1.2216897,-0.041854,-0.025381,0.980824,0.982045,2.856978,211.233215
1.2410818,-0.056375,-0.022452,0.960324,0.962239,3.615630,201.715836
1.2604753,-0.044661,-0.019646,0.994612,0.995808,2.808398,203.744247
1.2798676,-0.049053,-0.022330,0.955077,0.956597,3.229921,204.476166
1.2992588,-0.052958,-0.015009,0.980702,0.982245,3.212478,195.823273
1.3186511,-0.040512,-0.017571,0.975211,0.976210,2.592689,203.448059
1.3380435,-0.054178,-0.016473,0.963131,0.964794,3.364820,196.912109
1.3574365,-0.049664,-0.015497,0.980946,0.982325,3.035897,197.329971
1.3768286,-0.045637,-0.015619,0.963375,0.964581,2.866350,198.893311
1.3962202,-0.051494,-0.007443,0.975821,0.977207,3.051975,188.225113
1.4156133,-0.053324,-0.011226,0.972526,0.974052,3.207111,191.888657
1.4350057,-0.049297,-0.003051,0.972160,0.973414,2.908518,183.541016
1.4543973,-0.055643,0.004027,0.976309,0.977902,3.270460,175.860809
1.4737902,-0.056253,0.000366,0.970452,0.972081,3.317532,179.627151
1.4931835,-0.046491,0.011104,0.985949,0.987107,2.775516,166.566849
1.5125750,-0.055765,0.014521,0.967157,0.968873,3.409787,165.404648
1.5319664,-0.055399,0.015619,0.984241,0.985922,3.346850,164.254822
1.5513607,-0.051250,0.014643,0.983996,0.985439,3.100531,164.054611
1.5707537,-0.057473,0.021964,0.966303,0.968260,3.643251,159.084869
1.5901449,-0.047589,0.027577,0.985705,0.987238,3.193776,149.908264
1.6095369,-0.062354,0.030018,0.983875,0.986305,4.023409,154.293411
1.6289296,-0.059303,0.035021,0.981312,0.983726,4.014638,149.436661
1.6483225,-0.055643,0.039780,0.980092,0.982476,3.992137,144.438553
1.6677153,-0.062354,0.048321,0.969354,0.972558,4.652485,142.226074
1.6871072,-0.057351,0.053690,0.989488,0.992601,4.539456,136.888184
1.7064989,-0.063574,0.054666,0.973991,0.977593,4.920159,139.308258
1.7258911,-0.059303,0.063696,0.981678,0.985528,5.066239,132.954590
1.7452857,-0.063208,0.065893,0.981068,0.985308,5.317176,133.808762
1.7646785,-0.060890,0.068943,0.974723,0.979053,5.390888,131.450485
1.7840718,-0.067235,0.079803,0.989365,0.994853,6.020862,130.114395
1.8034648,-0.065160,0.072970,0.980580,0.985448,5.697325,131.764114
1.8228563,-0.067723,0.085538,0.984485,0.990512,6.323814,128.369583
