Keuwl Accelerometer Data File
2021-05-23 11-17-27

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
0.0000000,0.010006,0.041244,1.025484,1.026362,2.369925,76.363304
0.0194171,0.044661,0.066137,0.784488,0.788537,5.808562,55.969757
0.0388366,0.025137,0.025747,1.047327,1.047945,1.967818,45.686966
0.0582553,-0.014521,0.010372,1.000592,1.000751,1.021825,144.462326
0.0776743,-0.006711,0.015253,0.991928,0.992068,0.962458,113.749489
0.0970905,0.025381,0.029896,0.944827,0.945641,2.376852,49.669422
0.1165080,-0.004271,0.050030,0.966913,0.968216,2.972758,94.879272
0.1359265,0.035509,0.019646,0.991562,0.992392,2.343599,28.954201
0.1553449,-0.030628,0.036973,0.951294,0.952505,2.889273,129.637772
0.1747635,-0.008176,0.044417,0.932503,0.933596,2.772764,100.429466
0.1941829,-0.018059,0.035509,1.006083,1.006871,2.267449,116.957481
0.2136014,0.017449,0.024771,0.938360,0.938849,1.849491,54.837849
0.2330203,-0.019890,0.022452,1.002178,1.002627,1.714407,131.536758
0.2524387,-0.020988,0.034289,0.948488,0.949339,2.427048,121.470787
0.2718584,0.037827,0.034533,0.994857,0.996174,2.947230,42.393055
0.2912748,-0.017693,0.022818,0.998761,0.999179,1.655994,127.790039
0.3106935,-0.028431,0.051006,0.951660,0.953450,3.511288,119.136009
0.3301129,0.040634,0.035143,0.997663,0.999109,3.082356,40.855377
0.3495324,-0.038681,0.030994,0.975699,0.976957,2.908249,141.296143
0.3689494,0.002807,0.054056,0.966059,0.967574,3.206989,87.027946
0.3883680,0.016351,0.041000,0.987535,0.988521,2.559256,68.257416
0.4077846,-0.000854,0.035997,0.938482,0.939172,2.197222,91.359306
0.4272017,0.002196,0.054300,0.993636,0.995121,3.130503,87.683678
0.4466187,0.014399,0.043196,0.938970,0.940073,2.776221,71.565048
0.4660385,0.020744,0.031482,0.977407,0.978134,2.209037,56.618523
0.4854572,0.002807,0.044539,0.978994,0.980010,2.609996,86.394348
0.5048776,0.030994,0.035509,0.956419,0.957580,2.821333,48.883842
0.5242957,0.020012,0.025137,1.019261,1.019768,1.805477,51.476124
0.5437127,0.045393,0.056741,0.987169,0.989840,4.209846,51.340195
0.5631288,0.074922,0.064794,0.943851,0.949034,5.991063,40.853931
0.5825467,0.073580,0.042952,1.036711,1.040206,4.698112,30.274157
0.6019654,0.061988,0.051372,0.953613,0.957005,4.825722,39.649906
0.6213852,0.061500,0.044417,1.012916,1.015753,4.283132,35.837654
0.6408035,0.064062,0.039414,0.997297,1.000129,4.313024,31.601414
0.6602225,0.035509,0.037095,0.993270,0.994597,2.959492,46.251640
0.6796374,0.038681,0.041000,0.973259,0.974889,3.314639,46.666637
0.6990538,0.043562,0.048443,0.994491,0.996622,3.748104,48.036713
0.7184721,0.037583,0.035509,0.971672,0.973047,3.045940,43.374344
0.7378917,0.004881,0.046003,0.963985,0.965094,2.747517,83.943535
0.7573115,0.030994,0.050518,0.981922,0.983709,3.454171,58.469784
0.7767317,-0.005003,0.040634,0.984485,0.985336,2.381295,97.019112
0.7961520,-0.001586,0.044417,0.975211,0.976223,2.609471,92.045410
0.8155714,0.017937,0.046613,0.976065,0.977342,2.929241,68.952446
0.8349890,-0.005857,0.035631,1.006693,1.007340,2.054332,99.334999
0.8544079,-0.026845,0.045759,0.965571,0.967027,3.144854,120.398727
0.8738258,-0.021720,0.060524,0.979238,0.981347,3.757026,109.741592
0.8932448,-0.035509,0.061012,0.981922,0.984456,4.112041,120.199409
0.9126623,0.003173,0.062476,0.990342,0.992315,3.614330,87.092949
0.9320805,-0.036363,0.071140,0.968133,0.971424,4.717585,117.073814
0.9514988,-0.034045,0.080901,0.965327,0.969309,5.195351,112.822067
0.9709190,-0.014765,0.081512,0.974479,0.977993,4.858897,100.267105
0.9903373,-0.011348,0.089321,0.962642,0.966844,5.343498,97.240593
1.0097570,-0.000732,0.090907,0.980214,0.984421,5.298755,90.461433
1.0291749,-0.021354,0.085660,0.968866,0.972879,5.206352,103.997826
1.0485951,-0.000732,0.093592,0.981922,0.986373,5.444889,90.448196
1.0680162,-0.019158,0.097253,0.976553,0.981571,5.795759,101.143936
1.0874348,-0.002929,0.100181,0.987291,0.992365,5.796503,91.674431
1.1068524,-0.030384,0.094812,0.958494,0.963651,5.930223,107.768745
1.1262722,-0.011104,0.097985,0.973991,0.978970,5.781232,96.465462
1.1456923,0.004271,0.094324,0.972282,0.976856,5.546729,87.407524
