Keuwl Accelerometer Data File
2021-05-23 11-14-39

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
0.0000000,-0.013667,0.004881,1.003032,1.003137,0.828979,160.346176
0.0194193,-0.000732,0.004881,0.953247,0.953259,0.297394,98.530762
0.0388386,-0.011592,0.019646,0.969232,0.969500,1.348282,120.543243
0.0582602,-0.010128,0.006101,0.996199,0.996269,0.679838,148.934830
0.0776805,-0.016351,0.000976,0.970452,0.970590,0.966921,176.583420
0.0971017,-0.012690,0.004393,0.960934,0.961028,0.800886,160.906509
0.1165228,-0.007199,0.008542,1.004740,1.004803,0.637044,130.126099
0.1359444,-0.009640,-0.001952,0.951050,0.951101,0.592483,191.449341
0.1553651,-0.019890,0.002685,0.994979,0.995181,1.155552,172.313278
0.1747858,-0.005491,0.011714,0.968133,0.968220,0.765662,115.114838
0.1942057,-0.006223,0.001342,0.991318,0.991338,0.367973,167.828537
0.2136255,-0.012568,0.002318,0.963375,0.963459,0.760018,169.548370
0.2330444,-0.007321,0.007809,0.992294,0.992352,0.618023,133.152390
0.2524641,-0.005003,0.006467,0.972038,0.972073,0.482139,127.724991
0.2718841,-0.012934,-0.005857,0.968378,0.968482,0.840000,204.362442
0.2913069,0.004271,0.017083,0.985705,0.985862,1.023355,75.963753
0.3107280,-0.001830,-0.000244,0.975089,0.975091,0.108352,187.594650
0.3301485,-0.013179,-0.003051,0.967401,0.967496,0.801130,193.033356
0.3495669,-0.000244,0.015131,0.997419,0.997534,0.869307,90.924042
0.3689858,-0.010006,0.004759,0.960324,0.960388,0.661160,154.563782
0.3884053,-0.003417,0.001830,0.975943,0.975951,0.227282,151.821411
0.4078247,-0.009640,0.022086,0.992538,0.992831,1.390720,113.579544
0.4272451,-0.003783,0.008054,0.962520,0.962562,0.529711,115.159302
0.4466647,-0.005125,0.000000,0.983875,0.983888,0.298707,180.000000
0.4660832,-0.015741,0.020012,0.979238,0.979569,1.489378,128.188065
0.4855038,0.002685,0.001220,0.979970,0.979974,0.172459,24.443964
0.5049227,-0.004637,-0.006833,0.973503,0.973538,0.486180,235.840317
0.5243431,-0.020500,0.007687,0.981678,0.981922,1.277635,159.443954
0.5437621,-0.004759,0.003539,0.976919,0.976937,0.347742,143.365891
0.5631818,0.000000,-0.009518,0.969842,0.969889,0.562322,270.000000
0.5826001,-0.026113,0.007443,0.979360,0.979736,1.588192,164.089981
0.6020204,-0.002685,0.012568,0.972648,0.972733,0.756922,102.056763
0.6214398,-0.005857,-0.001952,0.984119,0.984138,0.359365,198.434952
0.6408591,-0.021598,0.004759,0.965449,0.965702,1.312241,167.574051
0.6602768,0.004271,0.013911,0.989121,0.989229,0.843023,72.932594
0.6796967,-0.003539,-0.009518,0.972892,0.972945,0.598071,249.605118
0.6991154,-0.016595,-0.001342,0.975821,0.975963,0.977588,184.624146
0.7185359,-0.000854,0.010006,0.976553,0.976605,0.589171,94.879272
0.7379549,-0.009884,-0.008542,0.981434,0.981521,0.762589,220.833496
0.7573746,-0.029042,-0.008176,0.971916,0.972384,1.777952,195.722580
0.7767942,0.004027,0.004881,0.982532,0.982553,0.369035,50.477367
0.7962156,-0.006223,-0.005125,0.985217,0.985250,0.468555,219.472458
0.8156348,-0.015741,-0.004637,0.960080,0.960220,0.979188,196.413589
0.8350565,-0.009152,0.006467,0.993148,0.993211,0.646496,144.752426
0.8544762,-0.010616,0.001952,0.969842,0.969902,0.637658,169.579285
0.8738973,-0.015253,-0.006711,0.979970,0.980111,0.974179,203.749496
0.8933179,-0.012812,-0.002685,0.970940,0.971028,0.772278,191.833649
0.9127375,-0.011226,0.007809,0.981190,0.981285,0.798439,145.175522
0.9321579,-0.001830,-0.016961,0.978994,0.979142,0.998384,263.840851
0.9515775,-0.029652,0.005857,0.974479,0.974947,1.776521,168.826157
0.9709943,-0.003295,0.002074,0.977163,0.977171,0.228141,147.804260
0.9904137,-0.018304,-0.009396,0.977163,0.977380,1.206259,207.172943
1.0098323,-0.019768,0.002685,0.968622,0.968827,1.179851,172.266403
1.0292516,-0.010860,0.004149,0.996321,0.996389,0.668518,159.092010
1.0486692,-0.025015,-0.010006,0.956907,0.957286,1.612769,201.801407
1.0680883,-0.003051,-0.000488,0.981556,0.981561,0.180226,189.090271
1.0875070,-0.012202,0.003173,0.988511,0.988592,0.730881,165.425781
1.1069283,-0.020866,-0.011104,0.959592,0.959883,1.410976,208.020294
1.1263497,-0.010250,-0.005857,0.986437,0.986508,0.685570,209.744873
1.1457732,-0.021964,0.005125,0.977041,0.977301,1.322194,166.865982
1.1651924,-0.010860,-0.007443,0.971184,0.971273,0.776573,214.426468
