Keuwl Accelerometer Data File
2021-04-11 16-50-11

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
1.5325131,-0.041050,-0.018621,0.052413,0.021463,-7.070587,-11.609833
1.5519114,-0.044710,-0.002148,-0.006524,-0.037437,-6.922945,-26.245270
1.5713103,-0.053740,0.031653,0.003604,-0.026495,-6.289281,-53.275558
1.5907074,-0.038121,-0.007395,0.028375,-0.002950,-7.364323,-20.211914
1.6101079,-0.037999,-0.000317,0.028619,-0.002807,-7.462261,-26.869690
1.6295077,-0.055815,0.041293,-0.017018,-0.046608,-5.872241,-59.306213
1.6489080,-0.026163,0.016888,0.012390,-0.019652,-8.110329,-45.789886
1.6683079,-0.044100,-0.010567,0.054365,0.023409,-7.079519,-19.011795
1.6877075,-0.050446,0.043855,-0.008354,-0.038297,-6.145427,-62.578232
1.7071096,-0.032874,0.032507,-0.009575,-0.040989,-7.384401,-60.203369
1.7265104,-0.035071,0.020671,0.028985,-0.002587,-7.609185,-48.103226
1.7459112,-0.048371,0.001513,0.043505,0.012687,-6.941660,-29.800186
1.7653115,-0.047883,0.040317,0.000187,-0.030088,-6.414905,-61.008682
1.7847118,-0.033606,0.044099,-0.004328,-0.035359,-7.031883,-69.516647
1.8041109,-0.046663,0.026406,0.024958,-0.005813,-6.865114,-50.809677
1.8235074,-0.048005,0.010177,0.047532,0.016651,-7.002117,-37.080566
1.8429048,-0.053496,0.032263,0.017148,-0.012996,-6.355274,-53.765091
1.8623033,-0.050080,0.049834,-0.009331,-0.039060,-5.989996,-66.503448
1.8817015,-0.044588,0.036412,0.013488,-0.017166,-6.744491,-59.227982
1.9010994,-0.065454,0.006516,0.055830,0.026242,-6.051713,-34.445374
1.9204986,-0.052642,0.022867,0.021175,-0.009220,-6.555311,-46.966370
1.9398967,-0.066675,0.039584,0.007753,-0.021079,-5.439899,-55.655121
1.9592948,-0.056303,0.048370,-0.010917,-0.040226,-5.696877,-63.550476
1.9786943,-0.055449,0.024454,0.035086,0.004882,-6.439773,-47.742233
1.9980935,-0.064234,0.006516,0.054365,0.024682,-6.113321,-34.419083
2.0174925,-0.059109,0.034337,0.001774,-0.027829,-5.929571,-53.965683
2.0368929,-0.051178,0.035924,0.007265,-0.022927,-6.368073,-56.939102
2.0562944,-0.053374,0.041903,0.012756,-0.017109,-6.140637,-60.393295
2.0756934,-0.053252,0.015546,0.027520,-0.002922,-6.605683,-41.231277
2.0950937,-0.039830,0.003954,0.059125,0.027722,-7.491611,-31.207367
2.1144960,-0.057645,0.033361,0.010193,-0.019583,-6.071326,-53.622726
2.1338964,-0.040562,0.036046,-0.002131,-0.033015,-6.906556,-60.301941
2.1532960,-0.034216,0.040561,0.023738,-0.007440,-7.218561,-66.485443
2.1726966,-0.048859,0.014326,0.020443,-0.010303,-6.835705,-40.534790
2.1920989,-0.039463,0.005540,0.051681,0.020263,-7.494238,-32.706390
2.2115016,-0.039341,0.037632,0.002872,-0.028054,-6.953012,-62.005981
2.2309041,-0.052886,0.032629,-0.000301,-0.030428,-6.301808,-54.165756
2.2503057,-0.038731,0.038486,0.007509,-0.023439,-6.981690,-62.914108
2.2697046,-0.042026,0.019329,0.024592,-0.006577,-7.212089,-45.586731
2.2891030,-0.062770,0.008224,0.024958,-0.004749,-6.059360,-35.574219
2.3085017,-0.041904,0.027138,0.014464,-0.016580,-7.079831,-52.513458
2.3279023,-0.064966,0.027992,0.005312,-0.023953,-5.711473,-48.782059
2.3473048,-0.053618,0.034581,-0.003352,-0.033364,-6.209038,-55.372971
2.3667054,-0.045931,0.015912,0.039357,0.008378,-7.070171,-42.101135
2.3861043,-0.060451,0.005540,0.028497,-0.001406,-6.205617,-33.634842
2.4055040,-0.043978,0.020427,0.018125,-0.012894,-7.064937,-46.267502
2.4249058,-0.058255,0.026528,0.006166,-0.023693,-6.120861,-48.801071
2.4443076,-0.052520,0.036778,-0.001399,-0.031440,-6.235093,-57.180237
2.4637084,-0.047517,0.024453,0.018247,-0.012482,-6.816364,-49.057510
2.4831080,-0.047761,0.009079,0.026910,-0.003940,-6.936547,-36.149460
2.5025079,-0.054228,0.014448,0.022395,-0.007967,-6.532138,-40.318680
2.5219076,-0.046541,0.028114,0.001285,-0.029403,-6.747596,-52.212601
2.5413067,-0.046907,0.029823,0.017148,-0.013520,-6.764932,-53.481476
2.5607047,-0.049835,0.024209,0.010803,-0.019748,-6.655585,-48.451126
2.5801044,-0.051788,0.016522,0.026178,-0.004361,-6.678880,-42.109268
2.5995030,-0.037999,0.012617,0.031181,-0.000288,-7.510283,-39.648178
2.6189010,-0.067895,0.019817,0.018003,-0.011179,-5.690108,-43.171631
2.6382973,-0.041050,0.035558,0.000187,-0.030685,-6.901141,-59.743378
2.6576960,-0.059109,0.026284,0.023738,-0.006117,-6.159660,-48.499588
2.6770968,-0.039219,0.019939,0.005922,-0.025376,-7.299408,-46.599930
2.6964977,-0.049713,0.012983,0.045214,0.014461,-6.890828,-39.377213
2.7158978,-0.053984,0.007614,0.003360,-0.026979,-6.471539,-35.018204
2.7352972,-0.037633,0.023965,0.035696,0.004301,-7.444601,-50.719849
2.7546973,-0.064600,0.019206,-0.014090,-0.043442,-5.717085,-43.030533
2.7740974,-0.036291,0.025064,0.015196,-0.016222,-7.432304,-52.099457
2.7934968,-0.045809,0.019084,0.026056,-0.004875,-7.003238,-44.846725
2.8128958,-0.055449,-0.002514,0.011169,-0.019011,-6.368291,-27.381119
2.8322937,-0.044222,0.002611,0.068642,0.037494,-7.272566,-30.358322
2.8516924,-0.053618,0.021647,-0.016164,-0.046393,-6.340989,-45.901291
2.8710909,-0.058621,0.013837,0.028252,-0.001792,-6.306941,-39.645905
2.8904908,-0.041782,0.020183,0.007142,-0.023997,-7.152334,-46.397629
2.9098907,-0.058499,0.006150,0.010559,-0.019445,-6.236197,-34.016266
2.9292898,-0.060085,-0.005686,0.039235,0.009372,-6.202325,-25.670685
2.9486878,-0.049469,0.001635,0.023494,-0.007202,-6.799825,-30.001953
2.9680872,-0.072776,0.005662,0.026666,-0.002157,-5.486866,-34.059372
2.9874861,-0.039952,0.012007,-0.012991,-0.044264,-7.239186,-38.951675
3.0068853,-0.048249,0.013593,0.036672,0.005842,-6.938702,-39.957870
3.0262842,-0.061550,0.003832,-0.012259,-0.041922,-5.935113,-32.467773
3.0456843,-0.019696,-0.009347,0.026910,-0.005282,-8.321800,-10.983612
3.0650847,-0.071190,-0.010079,0.048264,0.019383,-5.580265,-24.263718
3.0844851,-0.035071,0.006516,-0.038738,-0.070261,-7.441321,-33.441879
3.1038849,-0.031166,-0.000317,0.054121,0.022288,-7.926976,-25.633591
3.1232860,-0.052398,0.007370,-0.027268,-0.057638,-6.424951,-34.796890
3.1426876,-0.036413,-0.001660,0.019223,-0.012264,-7.507174,-25.279785
3.1620862,-0.037877,-0.021671,0.055708,0.024654,-7.166198,-8.010559
3.1814859,-0.063502,-0.015448,-0.002253,-0.031484,-5.668036,-19.731705
3.2008870,-0.066919,-0.009103,0.054488,0.025189,-5.858119,-24.307587
3.2202866,-0.045321,0.001025,-0.019703,-0.050576,-6.860198,-29.075226
3.2396851,-0.067529,0.003221,0.037770,0.008440,-5.837656,-32.327347
3.2590835,-0.047395,0.002001,-0.018360,-0.049099,-6.747787,-30.119324
3.2784841,-0.041172,-0.014472,0.021785,-0.009198,-7.040724,-14.969437
3.2978837,-0.071434,-0.009957,0.024470,-0.004289,-5.441205,-24.368469
3.3172843,-0.042758,-0.002392,-0.025926,-0.056922,-6.956334,-25.721634
3.3366840,-0.052154,0.000415,0.000065,-0.030364,-6.534500,-29.272186
3.3560839,-0.065454,0.003710,-0.035810,-0.065033,-5.570004,-32.559219
3.3754854,-0.041904,-0.003246,0.014220,-0.016909,-7.155994,-24.812210
3.3948870,-0.051178,-0.007273,0.020321,-0.010136,-6.601252,-23.150467
3.4142890,-0.063380,-0.021061,-0.001521,-0.030605,-5.574314,-16.216034
3.4336903,-0.061916,-0.018255,0.041675,0.012216,-5.932043,-17.638367
3.4530904,-0.041904,0.001513,-0.004572,-0.035710,-7.129450,-29.128235
3.4724896,-0.065576,-0.000195,0.023250,-0.006169,-5.858983,-29.958115
3.4918890,-0.029580,-0.003246,0.008241,-0.023579,-7.843006,-22.049866
3.5112894,-0.044466,-0.022037,0.040089,0.009479,-6.764404,-10.258499
3.5306895,-0.076925,-0.029237,0.023738,-0.003934,-4.809724,-14.539322
3.5500906,-0.033484,-0.013862,0.029717,-0.001740,-7.495056,-12.769135
3.5694916,-0.063990,-0.010567,0.015074,-0.014295,-5.805484,-22.947479
3.5888937,-0.059597,-0.013496,-0.012381,-0.041952,-5.870862,-20.261230
3.6082964,-0.052886,-0.012276,0.044604,0.014298,-6.537135,-19.748886
3.6276972,-0.066187,-0.025820,0.010559,-0.018172,-5.385651,-14.045502
3.6470993,-0.071556,-0.044246,0.032645,0.005111,-4.762265,-5.868225
3.6665027,-0.060696,-0.034484,0.038503,0.009533,-5.608960,-7.703827
3.6859040,-0.053374,-0.013984,-0.013968,-0.044020,-6.212842,-18.626862
3.7053041,-0.071312,-0.016058,0.006044,-0.022503,-5.260528,-20.725174
3.7247069,-0.028115,-0.024844,-0.004450,-0.035801,-7.331242,-0.743301
3.7441094,-0.053252,-0.030701,0.025080,-0.004570,-6.020147,-7.542023
3.7635124,-0.063746,-0.043391,0.001285,-0.026820,-4.985074,-3.999710
3.7829144,-0.029946,-0.026552,0.015318,-0.015917,-7.256874,-0.436203
3.8023160,-0.036413,-0.021427,-0.021045,-0.052024,-6.951403,-7.581604
3.8217182,-0.048493,-0.023380,-0.004938,-0.035105,-6.321075,-10.682388
3.8411205,-0.025431,-0.031067,0.003238,-0.028017,-7.252785,5.553299
3.8605239,-0.035925,-0.044002,0.033500,0.003325,-6.414551,7.525146
