0,0.00700,0.13378,0.04589,-1.00219
1,0.01300,0.10351,0.04077,-0.99438
2,0.01900,0.11865,0.04248,-1.01562
3,0.02500,0.12475,0.03173,-0.99096
4,0.03100,0.11572,0.03125,-1.00097
5,0.03700,0.10888,0.03662,-1.01147
6,0.04300,0.10864,0.03588,-1.00683
7,0.04900,0.12011,0.03833,-0.99780
8,0.05500,0.10351,0.03637,-0.99365
9,0.06100,0.11767,0.04101,-1.01074
10,0.06700,0.11328,0.03149,-0.99340
11,0.07400,0.15185,0.04125,-1.01269
12,0.08000,0.10693,0.04003,-0.99096
13,0.08600,0.10961,0.02978,-1.01928
14,0.09200,0.10375,0.04248,-0.99023
15,0.09800,0.09716,0.02905,-1.00488
16,0.10400,0.10668,0.02832,-1.01513
17,0.11000,0.11840,0.04467,-1.00488
18,0.11600,0.11865,0.03588,-1.00878
19,0.12200,0.11157,0.04638,-0.99707
20,0.12800,0.09887,0.03100,-1.00000
21,0.13400,0.10156,0.05126,-1.01123
22,0.14100,0.12622,0.03222,-1.01245
23,0.14700,0.10449,0.03369,-0.98681
24,0.15300,0.10766,0.03906,-1.02856
25,0.15900,0.10375,0.03662,-1.01269
26,0.16500,0.12207,0.02783,-1.00341
27,0.17100,0.11743,0.04296,-0.98925
28,0.17700,0.11767,0.03320,-1.01025
29,0.18300,0.10644,0.03613,-0.99096
30,0.18900,0.12402,0.03906,-0.99291
31,0.19500,0.12182,0.03369,-0.98535
32,0.20200,0.10009,0.03930,-1.00463
33,0.20800,0.13085,0.02221,-0.98535
34,0.21400,0.10717,0.03540,-0.99023
35,0.22000,0.10278,0.01904,-1.00097
36,0.22600,0.12158,0.04565,-0.99462
37,0.23200,0.13110,0.02050,-0.99829
38,0.23800,0.10131,0.04125,-0.99169
39,0.24400,0.11572,0.01611,-1.01928
40,0.25000,0.10327,0.03979,-0.99072
41,0.25600,0.11718,0.02343,-1.00317
42,0.26300,0.10595,0.03247,-1.00683
43,0.26900,0.12060,0.03295,-1.01806
44,0.27500,0.11450,0.03710,-0.99121
45,0.28100,0.11181,0.03466,-1.00048
46,0.28700,0.11328,0.02465,-1.00463
47,0.29300,0.11035,0.04003,-1.00244
48,0.29900,0.11132,0.03759,-1.01171
49,0.30500,0.10009,0.03857,-0.99487
50,0.31100,0.11059,0.03857,-1.00634
51,0.31700,0.10424,0.05688,-0.99291
52,0.32400,0.11865,0.04443,-1.01513
53,0.33000,0.09887,0.04077,-0.98974
54,0.33600,0.11401,0.02880,-1.01562
55,0.34200,0.09667,0.03955,-1.00024
56,0.34800,0.11376,0.02661,-1.01416
57,0.35400,0.10668,0.03466,-1.00463
58,0.36000,0.11450,0.03173,-1.01904
59,0.36600,0.11303,0.03442,-1.01464
60,0.37200,0.10717,0.04199,-0.98779
61,0.37800,0.10302,0.03247,-1.00146
62,0.38400,0.12036,0.05175,-1.00341
63,0.39100,0.13696,0.01708,-0.99340
64,0.39700,0.11108,0.03686,-0.97460
65,0.40300,0.09887,0.02465,-1.02709
66,0.40900,0.10327,0.03173,-0.99560
67,0.41500,0.12622,0.01586,-1.00805
68,0.42100,0.10791,0.04248,-0.99218
69,0.43000,0.11962,0.03955,-0.97241
70,0.43600,0.10107,0.01708,-1.00732
71,0.44300,0.10644,0.03686,-1.02514
72,0.44900,0.11083,0.02197,-1.00122
73,0.45500,0.09399,0.04174,-0.99609
74,0.46100,0.10668,0.03125,-1.01342
75,0.46700,0.09521,0.03686,-0.98730
76,0.47300,0.13256,0.02758,-1.00976
77,0.47900,0.09497,0.03637,-1.00610
78,0.48500,0.12280,0.03637,-1.01513
79,0.49100,0.11523,0.02880,-0.98486
80,0.49700,0.12231,0.04345,-1.00122
81,0.50300,0.10034,0.03076,-1.00781
82,0.51000,0.11767,0.03540,-1.01562
83,0.51600,0.12744,0.03564,-0.99658
84,0.52200,0.11718,0.03564,-0.98632
85,0.52800,0.10473,0.04492,-1.03051
86,0.53600,0.09887,0.05761,-1.00097
87,0.54400,0.10229,0.05126,-1.01416
88,0.55200,0.09741,0.04980,-0.98559
89,0.56000,0.11328,0.04516,-0.99169
90,0.56700,0.11035,0.03759,-0.98608
91,0.57500,0.12109,0.02539,-0.99975
92,0.58300,0.14038,0.02514,-0.99560
93,0.59100,0.11035,0.02465,-1.01196
94,0.59900,0.11572,0.02050,-1.01489
95,0.60700,0.10131,0.04516,-1.00170
96,0.61500,0.12084,0.02734,-0.98779
97,0.62300,0.11059,0.04003,-0.99267
98,0.63100,0.10351,0.03784,-0.98583
99,0.64100,0.11914,0.03759,-1.00732
100,0.65000,0.11791,0.03881,-1.01513
101,0.65900,0.11840,0.03125,-0.99780
102,0.66800,0.11157,0.04589,-0.98974
103,0.67800,0.10522,0.05688,-1.01098
104,0.68700,0.07958,0.03466,-1.00219
105,0.69600,0.11279,0.03369,-0.98779
106,0.70600,0.09765,0.03491,-0.98706
107,0.71500,0.09692,0.04296,-0.98510
108,0.72400,0.10668,0.04296,-1.00781
109,0.73300,0.10522,0.04418,-0.99804
110,0.74300,0.11450,0.03002,-0.98950
111,0.75200,0.13842,0.03271,-1.00732
112,0.76100,0.09765,0.03344,-1.01123
113,0.77100,0.11962,0.02685,-1.00317
114,0.78000,0.12329,0.03833,-0.99096
115,0.78900,0.12353,0.01635,-0.99902
116,0.79800,0.12329,0.04663,-0.98486
117,0.80800,0.10620,0.03344,-1.00756
118,0.81700,0.11279,0.02587,-1.00976
119,0.82600,0.12841,0.02832,-1.01147
120,0.83600,0.09985,0.03613,-1.01367
121,0.84500,0.08691,0.04443,-1.00244
122,0.85400,0.11499,0.04272,-1.00537
123,0.86300,0.11889,0.03588,-0.99291
124,0.87300,0.09448,0.04565,-0.98510
125,0.88200,0.09545,0.04248,-1.00830
126,0.89100,0.12158,0.03906,-1.00683
127,0.90100,0.09765,0.02392,-0.99560
128,0.91000,0.13671,0.02368,-1.00488
129,0.91900,0.11279,0.05371,-1.01489
130,0.92800,0.11547,0.03417,-1.01196
131,0.93800,0.11621,0.03491,-1.00390
