Keuwl Accelerometer Data File
2021-04-11 16-52-09

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
0.0000000,-0.115434,-0.100303,1.013160,1.024636,8.583321,220.988083
0.0194097,-0.031238,-0.112750,0.881253,0.888985,7.562472,254.514267
0.0388181,-0.038681,-0.096154,1.060749,1.065801,5.580545,248.085846
0.0582258,-0.102012,-0.112384,0.864658,0.877878,9.955976,227.769684
0.0776330,0.017693,-0.103842,1.058309,1.063538,5.684169,279.669647
0.0970415,-0.149113,-0.106770,0.891747,0.910410,11.621441,215.604156
0.1164510,0.030262,-0.113604,1.007303,1.014140,6.657054,284.916107
0.1358590,-0.127636,-0.101523,0.965815,0.979488,9.584660,218.499130
0.1552666,-0.013789,-0.114092,0.921398,0.928538,7.109533,263.108917
0.1746745,-0.070774,-0.100425,1.042324,1.049539,6.722399,234.826157
0.1940822,-0.071384,-0.114092,0.860997,0.871452,8.884049,237.967087
0.2134895,-0.021842,-0.102500,1.078077,1.083158,5.552309,257.970459
0.2328966,-0.107259,-0.114336,0.857580,0.871792,10.359627,226.829315
0.2523027,0.008664,-0.102866,1.057210,1.062238,5.576891,274.814270
0.2717113,-0.132273,-0.109699,0.903827,0.920018,10.765068,219.670135
0.2911214,0.022452,-0.108845,0.993636,0.999832,6.381900,281.655396
0.3105307,-0.125440,-0.104940,0.968988,0.982693,9.580188,219.915039
0.3299379,-0.004881,-0.109333,0.928598,0.935025,6.721699,267.443848
0.3493481,-0.086637,-0.104208,1.022678,1.031618,7.548447,230.260483
0.3687566,-0.046735,-0.111163,0.882229,0.890432,7.783261,247.197281
0.3881635,-0.048931,-0.101645,1.060993,1.066974,6.069149,244.294174
0.4075697,-0.081756,-0.113726,0.860265,0.871592,9.247370,234.288239
0.4269740,-0.009640,-0.101157,1.068925,1.073744,5.430438,264.556396
0.4463819,-0.128857,-0.111651,0.877470,0.893881,10.996014,220.908188
0.4657883,0.025747,-0.107259,1.029511,1.035404,6.115550,283.498199
0.4851940,-0.136300,-0.109211,0.937384,0.953516,10.554505,218.703568
0.5046015,0.007199,-0.109577,0.962642,0.968886,6.507888,273.759033
0.5240102,-0.104574,-0.106770,0.999860,1.010967,8.501196,225.595428
0.5434186,-0.024283,-0.109821,0.904193,0.911162,7.090662,257.531860
0.5628260,-0.070163,-0.105184,1.043788,1.051418,6.906829,236.294601
0.5822344,-0.063208,-0.112139,0.868196,0.877688,8.433751,240.591949
0.6016433,-0.030018,-0.094690,1.068925,1.073530,5.309210,252.410843
0.6210521,-0.102866,-0.101890,0.862339,0.874409,9.530978,224.726837
0.6404592,0.004027,-0.088711,1.054160,1.057894,4.815238,272.598999
