Keuwl Accelerometer Data File
2021-05-23 11-15-24

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
0.0000000,-0.034533,-0.077485,1.045130,1.048567,4.640428,245.978943
0.0194223,0.007443,-0.048565,0.931771,0.933065,3.018437,278.713715
0.0388454,-0.004515,-0.043806,0.935187,0.936223,2.696024,264.115631
0.0582672,0.023795,-0.041000,0.912491,0.913721,2.973811,300.129059
0.0776875,-0.025869,-0.075410,0.998029,1.001208,4.567160,251.065872
0.0971098,-0.071994,-0.095422,1.029999,1.036912,6.619713,232.966339
0.1165331,-0.010860,-0.082976,1.028657,1.032055,4.650885,262.543365
0.1359552,-0.001098,-0.047711,0.907366,0.908620,3.010774,268.681396
0.1553795,-0.011714,-0.057351,0.934211,0.936043,3.585285,258.455841
0.1748016,-0.035753,-0.083830,1.025484,1.029526,5.078560,246.902145
0.1942235,-0.022086,-0.090663,0.994857,0.999223,5.358512,256.309021
0.2136447,-0.020866,-0.051006,0.947267,0.948869,3.329549,247.750977
0.2330655,-0.006467,-0.025137,0.967401,0.967749,1.536970,255.571777
0.2524862,-0.018670,-0.031726,0.994613,0.995294,2.119603,239.524826
0.2719088,-0.030506,-0.030872,0.973380,0.974348,2.552976,225.341721
0.2913310,-0.006711,-0.018426,0.972160,0.972358,1.155552,249.986435
0.3107562,-0.027577,-0.026479,0.971672,0.972424,2.253249,223.836136
0.3301797,-0.030384,-0.050518,1.010354,1.012072,3.339179,238.975220
0.3496020,-0.012568,-0.003417,0.959348,0.959436,0.777832,195.208038
0.3690238,-0.036363,-0.030384,0.992538,0.993669,2.733374,219.881134
0.3884461,-0.021720,-0.013423,0.967767,0.968104,1.511290,211.715134
0.4078674,-0.015253,-0.005003,0.991440,0.991570,0.927673,198.159485
0.4272900,-0.040390,-0.010372,0.969598,0.970494,2.462595,194.402222
0.4467112,-0.017937,-0.006467,0.978994,0.979179,1.115749,199.826477
0.4661335,-0.025991,-0.007321,0.984485,0.984855,1.571221,195.732010
0.4855542,-0.031848,-0.015375,0.966791,0.967438,2.094898,205.769333
0.5049756,-0.021842,-0.009152,0.999615,0.999896,1.356962,202.733414
0.5243983,-0.033923,-0.019402,0.951538,0.952340,2.351852,209.767075
0.5438218,-0.025991,-0.021720,0.994368,0.994945,1.950938,219.884857
0.5632452,-0.021964,-0.012568,0.981068,0.981394,1.477638,209.779144
0.5826680,-0.028187,-0.025625,0.953857,0.954617,2.286960,222.273697
0.6020893,-0.024405,-0.015253,0.996077,0.996493,1.655049,212.005386
0.6215109,-0.025381,-0.009030,0.968378,0.968752,1.593605,199.583984
0.6409310,-0.030872,-0.026235,0.964717,0.965567,2.404769,220.357971
0.6603532,-0.034655,-0.016717,0.994368,0.995113,2.215849,205.752396
0.6797763,-0.021598,-0.012080,0.975211,0.975525,1.453604,209.219254
0.6991978,-0.024283,-0.026357,0.967889,0.968553,2.120526,227.345749
0.7186189,-0.032092,-0.010250,0.992538,0.993110,1.944105,197.713043
0.7380413,-0.022574,-0.012080,0.979604,0.979938,1.497110,208.152802
0.7574635,-0.021476,-0.024283,0.970452,0.970993,1.913155,228.509750
0.7768846,-0.024405,-0.019890,0.992538,0.993037,1.816823,219.180038
0.7963056,-0.025381,-0.015253,0.982288,0.982734,1.726691,211.004242
0.8157266,-0.023673,-0.022330,0.966059,0.966607,1.929351,223.328720
0.8351465,-0.021720,-0.033312,0.986681,0.987482,2.308002,236.895065
0.8545693,-0.034045,-0.002562,0.976065,0.976662,2.003205,184.304474
0.8739915,-0.002807,-0.033312,0.969964,0.970540,1.973876,265.184265
0.8934126,-0.041488,-0.021720,0.976431,0.977553,2.745806,207.633377
0.9128351,-0.026113,-0.035509,0.980824,0.981814,2.573061,233.669418
0.9322585,-0.022208,-0.017083,0.982532,0.982932,1.633387,217.568588
0.9516798,-0.034167,-0.003783,0.960080,0.960695,2.050518,186.317734
0.9711003,-0.013423,-0.007932,0.991440,0.991563,0.900703,210.579224
0.9905207,-0.027333,-0.008298,0.969476,0.969896,1.687716,196.886795
1.0099398,-0.030018,-0.006955,0.973258,0.973746,1.813373,193.045639
1.0293590,-0.029652,0.000976,0.997419,0.997860,1.703758,178.114395
1.0487800,-0.024527,-0.001464,0.958738,0.959052,1.467938,183.416595
1.0681993,-0.039902,0.000854,0.990098,0.990902,2.308341,178.773666
1.0876181,-0.033923,0.008786,0.981800,0.982425,2.044113,165.479858
1.1070361,-0.027089,0.010372,0.977773,0.978204,1.699272,159.049011
1.1264573,-0.034655,0.014399,0.975577,0.976298,2.202915,157.437454
1.1458769,-0.035143,0.028553,0.992782,0.993814,2.611495,140.906143
1.1652982,-0.032092,0.040878,0.984851,0.986221,3.020641,128.134552
1.1847193,-0.034167,0.040634,0.977529,0.978970,3.108665,130.058502
1.2041420,-0.033434,0.055277,0.981678,0.983801,3.765044,121.167915
1.2235612,-0.036119,0.072116,0.987413,0.990702,4.669757,116.603813
1.2429816,-0.037705,0.066015,0.983875,0.986807,4.418497,119.733475
1.2624021,-0.038559,0.080291,0.982654,0.986683,5.179297,115.652328
1.2818238,-0.030872,0.091396,0.990098,0.994786,5.564931,108.664131
1.3012446,-0.035021,0.099205,0.987901,0.993487,6.078703,109.443718
1.3206661,-0.040390,0.113848,0.987047,0.994412,6.977467,109.533134
