Keuwl Accelerometer Data File
2021-05-23 11-11-58

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
0.0000000,0.028920,-0.046613,1.094672,1.096045,2.868739,301.816254
0.0193984,-0.001586,-0.013911,0.712006,0.712144,1.126744,263.494385
0.0387961,0.026723,-0.037705,0.937506,0.938644,2.822096,305.326630
0.0581942,0.033800,-0.053202,1.070633,1.072487,3.369297,302.428650
0.0775916,0.018304,-0.049786,1.010476,1.011867,3.004917,290.185791
0.0969909,0.023673,-0.036241,0.950562,0.951547,2.607369,303.152527
0.1163881,0.038071,-0.048199,0.992416,0.994315,3.541548,308.304260
0.1357875,0.020866,-0.044050,0.964595,0.965825,2.892794,295.346191
0.1551862,0.028920,-0.038803,0.969476,0.970683,2.857800,306.696533
0.1745875,0.027211,-0.042830,0.983874,0.985182,2.952406,302.428925
0.1939857,0.025259,-0.040756,0.964839,0.966030,2.845031,301.789001
0.2133856,0.034777,-0.038559,0.974967,0.976349,3.048638,312.047272
0.2327846,0.025381,-0.040390,0.981190,0.982349,2.783333,302.145203
0.2521850,0.021964,-0.049664,0.964961,0.966488,3.220938,293.857910
0.2715828,0.028553,-0.040390,0.980824,0.982070,2.887036,305.258362
0.2909820,0.026357,-0.043928,0.973625,0.974971,3.011944,300.963745
0.3103808,0.009640,-0.040878,0.978750,0.979650,2.457104,283.269104
0.3297802,0.017449,-0.048809,0.970208,0.971592,3.058255,289.671967
0.3491795,0.060158,-0.084318,0.991684,0.997078,5.962726,305.506287
0.3685791,0.065160,-0.013056,0.974479,0.976742,3.901288,348.669434
0.3879768,-0.010128,-0.042830,0.926279,0.927324,2.720309,256.695801
0.4073760,0.041610,-0.030140,1.013038,1.014340,2.903331,324.082672
0.4267747,0.030994,-0.050640,0.959348,0.961183,3.541437,301.468628
0.4461744,0.027943,-0.043562,0.956175,0.957575,3.098193,302.678406
0.4655726,0.036363,-0.034777,1.008157,1.009412,2.857184,316.277405
0.4849718,0.013911,-0.047467,0.939214,0.940516,3.014673,286.333710
0.5043709,0.052592,-0.042952,0.994368,0.996684,3.906504,320.761292
0.5237715,0.012812,-0.034167,0.966547,0.967236,2.162022,290.556061
0.5431706,0.031604,-0.049786,0.967279,0.969075,3.488632,302.407532
0.5625705,0.039658,-0.035875,0.985827,0.987276,3.104947,317.867035
0.5819713,0.020500,-0.042708,0.961300,0.962467,2.821264,295.640991
0.6013722,0.030262,-0.046979,0.984973,0.986557,3.247150,302.787842
0.6207727,0.030506,-0.037827,0.963863,0.965087,2.886223,308.884491
0.6401716,0.024771,-0.047711,0.980580,0.982052,3.137936,297.437500
0.6595687,0.025137,-0.044905,0.968255,0.969622,3.042339,299.239349
0.6789660,0.040390,-0.043196,0.977895,0.979682,3.460740,313.076935
0.6983649,0.015863,-0.044783,0.968744,0.969908,2.807631,289.505341
0.7177664,0.033800,-0.046857,0.975821,0.977530,3.388361,305.804962
0.7371659,0.030262,-0.041976,0.974601,0.975973,3.039248,305.788971
0.7565659,0.028920,-0.043440,0.971672,0.973073,3.074280,303.652924
0.7759665,0.028431,-0.044417,0.975943,0.977367,3.093071,302.623718
0.7953667,0.040146,-0.039047,0.969232,0.970848,3.306952,315.794495
0.8147661,0.026845,-0.043806,0.979604,0.980950,3.002310,301.500519
0.8341666,0.023795,-0.040024,0.966669,0.967790,2.757686,300.731995
0.8535663,0.047223,-0.041000,0.983020,0.985008,3.640133,319.034912
0.8729649,-0.005003,-0.042342,0.966669,0.967609,2.525535,263.261414
0.8923631,0.103842,-0.035753,0.973136,0.979314,6.438915,341.001373
0.9117611,-0.037949,-0.053324,0.990342,0.992502,3.781029,234.561661
0.9311606,0.075654,-0.030506,0.927744,0.931323,5.024884,338.039429
0.9505593,0.005369,-0.049297,1.042934,1.044112,2.722251,276.215637
0.9699584,0.036119,-0.045759,0.890161,0.892067,3.746902,308.285217
0.9893592,0.041244,-0.044050,1.057821,1.059541,3.265007,313.115417
1.0087568,0.006711,-0.043928,0.898214,0.899313,2.832343,278.686340
1.0281553,0.061256,-0.053080,1.031342,1.034522,4.493703,319.089966
1.0475543,0.008054,-0.037217,0.930916,0.931695,2.342429,282.210175
1.0669540,0.035631,-0.051006,0.993270,0.995217,3.584356,304.936798
1.0863537,0.032702,-0.045027,0.967889,0.969488,3.290631,305.990417
1.1057541,0.021720,-0.037583,0.967279,0.968253,2.569560,300.024567
1.1251525,0.032702,-0.047467,0.992416,0.994089,3.324135,304.564758
1.1445535,0.031604,-0.038071,0.954589,0.955870,2.967221,309.697021
1.1639518,0.021110,-0.037827,0.991684,0.992630,2.501237,299.164337
1.1833490,0.030018,-0.040512,0.967401,0.968714,2.983538,306.537109
