Keuwl Accelerometer Data File
2021-05-23 11-16-00

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
0.0000000,-0.022086,-0.081756,1.230362,1.233273,3.937510,254.882462
0.0194216,0.042220,-0.018792,0.812188,0.813501,3.256602,336.006775
0.0388406,0.117875,0.003417,0.634888,0.645746,10.522221,1.660282
0.0582616,-0.001830,-0.057717,1.146776,1.148229,2.882761,268.183624
0.0776821,-0.069065,-0.121779,0.936041,0.946453,8.506508,240.440948
0.0971026,0.035753,-0.122389,1.277219,1.283567,5.700936,286.284332
0.1165229,0.022452,-0.059425,0.988023,0.990063,3.678818,290.697754
0.1359437,0.025869,-0.007687,0.580343,0.580970,2.662490,343.449646
0.1553642,0.024893,-0.026235,1.119931,1.120514,1.849597,313.496155
0.1747832,-0.030872,-0.059181,1.015357,1.017548,3.761194,242.451218
0.1942023,-0.008542,-0.059425,1.072341,1.074021,3.204424,261.820496
0.2136219,0.012568,-0.000488,0.893577,0.893666,0.806486,357.776031
0.2330408,0.023062,-0.006223,0.886622,0.886944,1.543323,344.898895
0.2524611,0.001342,-0.047711,1.049523,1.050608,2.603914,271.611481
0.2718810,0.000244,-0.037949,1.029389,1.030089,2.111276,270.368469
0.2913017,0.005979,-0.028431,0.931526,0.931979,1.786517,281.876251
0.3107215,0.011714,-0.023795,0.944339,0.944711,1.608760,296.211365
0.3301436,-0.007321,-0.033800,1.012916,1.013506,1.955447,257.778168
0.3495635,-0.008054,-0.034655,0.992294,0.992932,2.053380,256.917023
0.3689840,0.004637,-0.014521,0.955199,0.955321,0.914074,287.709717
0.3884035,-0.002074,-0.016351,0.965937,0.966078,0.977588,262.769745
0.4078241,-0.011470,-0.024405,0.990952,0.991319,1.558841,244.826477
0.4272446,0.004027,-0.009518,0.982166,0.982220,0.602959,292.932098
0.4466650,-0.011348,-0.008176,0.959348,0.959450,0.835094,215.770111
0.4660843,-0.006345,-0.013423,0.987901,0.988013,0.861165,244.698624
0.4855051,0.010494,-0.001830,0.976553,0.976611,0.624950,350.106079
0.5049236,-0.011104,-0.012690,0.977285,0.977431,0.988536,228.814072
0.5243431,0.000366,-0.010494,0.982288,0.982344,0.612617,271.997894
0.5437630,0.010982,-0.006101,0.969232,0.969313,0.742568,330.945404
0.5631841,-0.004637,-0.020988,0.979604,0.979839,1.256788,257.541748
0.5826039,0.004515,-0.006467,0.983020,0.983052,0.459701,304.919403
0.6020240,0.003295,-0.006711,0.963985,0.964014,0.444554,296.146851
0.6214426,-0.005735,-0.017937,0.978017,0.978199,1.103049,252.269470
0.6408621,0.002074,-0.001952,0.978139,0.978144,0.167859,316.735718
0.6602815,0.007565,-0.003539,0.973258,0.973294,0.491385,334.932526
0.6797017,0.015131,-0.007321,0.970818,0.970963,0.991895,334.179016
0.6991221,0.007809,0.016717,0.990708,0.990880,1.067162,64.960213
0.7185436,-0.008542,0.017693,0.977041,0.977239,1.151991,115.769333
0.7379650,0.003295,0.027455,0.970452,0.970846,1.632068,83.157227
0.7573864,0.000122,0.042708,0.981922,0.982850,2.490494,89.836296
0.7768066,0.004271,0.044539,0.987779,0.988792,2.593595,84.522629
0.7962268,-0.008908,0.045149,0.980824,0.981903,2.686277,101.160957
0.8156458,-0.013057,0.061866,0.978383,0.980424,3.697664,101.917130
0.8350658,-0.004149,0.070530,0.987413,0.989938,4.092708,93.366463
0.8544847,-0.018181,0.088833,0.986925,0.991082,5.249379,101.567001
0.8739040,-0.014399,0.105184,0.989610,0.995288,6.123239,97.794823
0.8933215,-0.022208,0.126660,0.992904,1.001197,7.379403,99.944984
0.9127405,-0.028309,0.143622,0.984119,0.994946,8.460580,101.150703
0.9321610,-0.024893,0.158142,1.003642,1.016330,9.062843,98.945381
0.9515813,-0.029652,0.171809,0.988877,1.004130,9.999063,99.791946
0.9709987,-0.025137,0.176568,0.996077,1.011917,10.151254,98.102386
0.9904152,-0.034655,0.176324,0.994735,1.010835,10.239945,101.119179
1.0098332,-0.034777,0.186452,0.997419,1.015292,10.766695,100.565308
1.0292517,-0.028920,0.187672,1.001446,1.019289,10.736581,98.760155
1.0486711,-0.036363,0.189136,0.996565,1.015006,10.938373,100.882782
1.0680914,-0.033434,0.200850,1.006449,1.026839,11.437126,99.451035
1.0875115,-0.023184,0.201827,0.997663,1.018137,11.509768,96.553017
1.1069318,-0.029652,0.211589,1.007303,1.029713,11.975346,97.977386
1.1263498,-0.029042,0.208538,0.996931,1.018922,11.925538,97.928177
1.1457696,-0.030384,0.210856,1.002300,1.024690,11.999385,98.199722
1.1651895,-0.027577,0.209758,0.988511,1.010898,12.080313,97.489822
1.1846094,-0.022574,0.207440,0.999615,1.021162,11.790872,96.210686
1.2040277,-0.028798,0.199630,0.978872,0.999435,11.642867,98.208534
1.2234471,-0.022940,0.201705,0.984363,1.005077,11.652745,96.488518
1.2428646,-0.024527,0.208172,0.976919,0.999154,12.110008,96.719582
1.2622832,-0.028187,0.202071,0.976309,0.997400,11.803683,97.941101
1.2817013,-0.028553,0.202071,0.970452,0.991678,11.875789,98.042892
1.3011193,-0.023306,0.200606,0.977773,0.998412,11.670148,96.626915
1.3205372,-0.021720,0.199752,0.966181,0.986853,11.747927,96.205704
1.3399558,-0.016839,0.189014,0.970940,0.989310,11.058610,95.091026
1.3593742,-0.016351,0.195726,0.964839,0.984627,11.506189,94.775467
1.3787931,-0.019768,0.191821,0.974235,0.993136,11.196211,95.883759
1.3982134,-0.009884,0.186940,0.968744,0.986665,10.937095,93.026527
1.4176337,-0.012080,0.188648,0.972770,0.990967,10.996998,93.664001
1.4370531,-0.000244,0.191333,0.975089,0.993683,11.101579,90.073082
1.4564737,-0.008420,0.190967,0.984607,1.002990,10.986771,92.524506
1.4758943,-0.008054,0.185354,0.990220,1.007450,10.611961,92.487915
1.4953156,-0.010860,0.179740,0.994124,1.010301,10.266786,93.457657
1.5147351,-0.014643,0.180595,0.986315,1.002819,10.409247,94.635460
1.5341554,-0.023428,0.186208,1.011574,1.028836,10.510508,97.171227
1.5535733,-0.020622,0.174615,0.992782,1.008232,10.043378,96.735390
1.5729936,-0.030384,0.181571,1.014380,1.030950,10.286388,99.499786
1.5924120,-0.029042,0.188770,0.987901,1.006194,10.942026,98.746162
1.6118331,-0.024527,0.184621,1.007547,1.024616,10.472829,97.567352
1.6312540,-0.037339,0.176080,0.990586,1.006806,10.298602,101.972679
1.6506741,-0.049297,0.181815,0.998761,1.016372,10.681261,105.170486
1.6700941,-0.020622,0.181937,0.994368,1.011086,10.433508,96.466690
1.6895133,-0.038803,0.178398,0.989854,1.006549,10.450240,102.271278
1.7089303,-0.033068,0.179740,0.980824,0.997705,10.554878,100.424606
1.7283505,-0.043196,0.175714,0.997053,1.013339,10.286101,103.811333
1.7477698,0.054300,0.186696,0.945193,0.964984,11.623932,73.782944
1.7671885,-0.130809,0.160217,1.047083,1.067316,11.174010,129.229950
1.7866074,-0.082000,0.167538,0.889673,0.909016,11.841105,116.078934
1.8060296,0.032336,0.178886,1.099431,1.114358,9.388623,79.753632
1.8254507,-0.106404,0.165464,0.863803,0.885921,12.829783,122.743767
1.8448703,0.003173,0.167538,1.051719,1.064985,9.052734,88.915138
1.8642881,-0.059791,0.176690,0.994735,1.012073,10.620729,108.695702
1.8837090,-0.043318,0.162779,0.949098,0.963930,10.063958,104.902008
1.9031289,-0.027821,0.175958,1.022190,1.037597,9.886005,98.984871
1.9225484,-0.050518,0.182547,0.951660,0.970326,11.256449,105.468788
1.9419671,-0.022818,0.163267,1.021824,1.035037,9.164739,97.956169
1.9613872,-0.050152,0.160949,0.987413,1.001701,9.688704,107.307014
1.9808058,-0.024283,0.175104,0.963131,0.979220,10.400662,97.895195
2.0002255,-0.011592,0.174859,1.025241,1.040110,9.699757,93.792847
2.0196443,0.007199,0.182059,0.981312,0.998083,10.518386,87.735458
2.0390639,-0.027333,0.168270,0.986559,1.001180,9.803815,99.226341
2.0584834,-0.013911,0.182059,1.028657,1.044737,10.065326,94.369339
2.0779030,-0.029164,0.178154,0.964351,0.981102,10.602983,99.296783
2.0973210,-0.012080,0.182425,1.017431,1.033726,10.186884,93.788635
2.1167414,-0.031970,0.182913,1.014380,1.031236,10.373367,99.914192
2.1361594,-0.021720,0.192797,0.980214,0.999231,11.196017,96.427742
2.1555779,-0.016229,0.189868,1.014014,1.031765,10.643293,94.885513
2.1749964,-0.037095,0.184377,0.985705,1.003487,10.802157,101.375549
2.1944158,-0.010738,0.175592,1.014380,1.029522,9.838712,93.499481
2.2138355,-0.055643,0.164243,1.017431,1.032104,9.672660,108.715431
2.2332551,-0.122023,0.094934,1.008035,1.019822,8.719563,142.117081
2.2526717,-0.267597,-0.049786,0.952637,0.990759,15.945806,190.539185
2.2720907,-0.141181,0.080901,1.009987,1.023011,9.152229,150.185837
2.2915099,-0.007321,0.150211,0.953369,0.965157,8.964250,92.790436
2.3109291,0.089565,0.277725,0.990586,1.032673,16.414095,72.125717
2.3303483,0.148258,0.380225,1.047815,1.124485,21.280117,68.698044
2.3497684,0.216103,0.344960,0.948976,1.032595,23.216770,57.934536
2.3691876,-0.032214,0.155336,1.040249,1.052276,8.670996,101.716156
2.3886070,-0.008176,0.204633,0.997053,1.017869,11.607208,92.287880
2.4080265,0.007077,0.207806,0.972526,0.994505,12.068150,88.049400
2.4274476,-0.008786,0.187306,0.944095,0.962536,11.233629,92.685524
2.4468675,0.015497,0.213419,0.993636,1.016416,12.153120,85.846878
2.4662850,0.082366,0.230014,0.965571,0.996001,14.199416,70.298050
2.4857016,0.133128,0.254663,0.949830,0.992347,16.832615,62.401234
2.5051210,0.008786,0.242949,0.971428,1.001386,14.050124,87.928932
2.5245390,-0.058205,0.205243,0.956663,0.980162,12.571323,105.832855
2.5439572,-0.103354,0.101890,0.951660,0.962663,8.671086,135.408752
2.5633745,-0.175348,0.167416,1.002788,1.031678,13.591133,136.325592
2.5827918,0.017449,0.209880,0.968622,0.991253,12.266734,85.247383
2.6022096,-0.021842,0.194383,0.932503,0.952798,11.846895,96.411240
2.6216273,-0.059059,0.202071,0.972282,0.994813,12.217434,106.292084
2.6410444,-0.046613,0.187184,0.927622,0.947466,11.747323,103.983505
2.6604626,-0.041244,0.178764,0.955809,0.973257,10.865332,102.991760
2.6798804,-0.005369,0.193773,0.984729,1.003627,11.136500,91.587135
2.6992989,-0.009518,0.170833,0.958494,0.973645,10.121078,93.188896
2.7187169,-0.008664,0.175470,0.991074,1.006525,10.052147,92.826637
2.7381363,0.014033,0.174371,1.011696,1.026709,9.810170,85.398987
2.7575531,-0.000488,0.171443,0.966303,0.981394,10.060850,90.163116
2.7769711,0.041122,0.181815,0.995101,1.012410,10.609978,77.255585
2.7963886,0.056131,0.169490,1.006937,1.022643,10.054789,71.676498
2.8158071,0.038071,0.178276,1.011330,1.027628,10.218040,77.945419
2.8352265,0.042464,0.166684,1.003276,1.017915,9.728579,75.707443
2.8546455,0.051982,0.163389,1.012672,1.027085,9.609835,72.351639
2.8740637,0.042708,0.174859,1.013160,1.029025,10.074116,76.274628
2.8934827,0.062720,0.155702,1.016211,1.029981,9.379513,68.059372
2.9129002,0.046613,0.166806,1.051964,1.066126,9.349373,74.387299
2.9323180,0.051738,0.160705,0.998883,1.013050,9.593270,72.154358
2.9517365,0.039658,0.157166,0.984729,0.997980,9.347418,75.838219
2.9711545,0.037461,0.155336,0.988389,1.001222,9.183310,76.441299
2.9905713,0.050152,0.143011,1.012916,1.024191,8.509347,70.675117
3.0099905,0.046857,0.172175,1.050621,1.065666,9.639126,74.775810
3.0294077,0.032824,0.149601,0.965449,0.977522,9.014323,77.624680
3.0488253,0.032458,0.154482,1.018041,1.030207,8.813919,78.134155
3.0682421,0.024039,0.147526,0.942997,0.954769,9.006866,80.745300
